Sensorname,timestamp,distanceToWaterInMM,timestampInUTC
1BB,1781767329433,723,2026-06-18T07:22:09.433Z
2BB,1781767329545,674,2026-06-18T07:22:09.545Z
2SB,1781767329559,737,2026-06-18T07:22:09.559Z
1SB,1781767329653,813,2026-06-18T07:22:09.653Z
1BB,1781767331634,715,2026-06-18T07:22:11.634Z
2SB,1781767331663,741,2026-06-18T07:22:11.663Z
1SB,1781767331726,814,2026-06-18T07:22:11.726Z
2BB,1781767331746,674,2026-06-18T07:22:11.746Z
1BB,1781767333632,722,2026-06-18T07:22:13.632Z
2BB,1781767333662,674,2026-06-18T07:22:13.662Z
1SB,1781767333711,818,2026-06-18T07:22:13.711Z
2SB,1781767333757,737,2026-06-18T07:22:13.757Z
1BB,1781767335726,720,2026-06-18T07:22:15.726Z
2SB,1781767335759,749,2026-06-18T07:22:15.759Z
2BB,1781767335763,674,2026-06-18T07:22:15.763Z
1SB,1781767335802,822,2026-06-18T07:22:15.802Z
1BB,1781767337726,708,2026-06-18T07:22:17.726Z
2BB,1781767337771,674,2026-06-18T07:22:17.771Z
2SB,1781767337851,753,2026-06-18T07:22:17.851Z
1SB,1781767337882,814,2026-06-18T07:22:17.882Z
1BB,1781767339820,704,2026-06-18T07:22:19.820Z
2SB,1781767339859,744,2026-06-18T07:22:19.859Z
1SB,1781767339864,818,2026-06-18T07:22:19.864Z
2BB,1781767339882,674,2026-06-18T07:22:19.882Z
1BB,1781767341531,701,2026-06-18T07:22:21.531Z
2SB,1781767341571,744,2026-06-18T07:22:21.571Z
2BB,1781767341595,674,2026-06-18T07:22:21.595Z
1SB,1781767341658,815,2026-06-18T07:22:21.658Z
1SB,1781767343642,809,2026-06-18T07:22:23.642Z
2SB,1781767343658,745,2026-06-18T07:22:23.658Z
2BB,1781767343695,674,2026-06-18T07:22:23.695Z
1BB,1781767343722,695,2026-06-18T07:22:23.722Z
1BB,1781767345725,709,2026-06-18T07:22:25.725Z
2BB,1781767345806,665,2026-06-18T07:22:25.806Z
1SB,1781767345835,808,2026-06-18T07:22:25.835Z
2SB,1781767345852,752,2026-06-18T07:22:25.852Z
1BB,1781767347810,714,2026-06-18T07:22:27.810Z
2SB,1781767347857,740,2026-06-18T07:22:27.857Z
2BB,1781767347905,674,2026-06-18T07:22:27.905Z
1SB,1781767347913,810,2026-06-18T07:22:27.913Z
1BB,1781767349525,696,2026-06-18T07:22:29.525Z
2BB,1781767349619,674,2026-06-18T07:22:29.619Z
2SB,1781767349673,735,2026-06-18T07:22:29.673Z
1SB,1781767349717,809,2026-06-18T07:22:29.717Z
1BB,1781767351625,703,2026-06-18T07:22:31.625Z
2BB,1781767351730,669,2026-06-18T07:22:31.730Z
2SB,1781767351762,736,2026-06-18T07:22:31.762Z
1SB,1781767351794,802,2026-06-18T07:22:31.794Z
1BB,1781767353717,704,2026-06-18T07:22:33.717Z
1SB,1781767353765,809,2026-06-18T07:22:33.765Z
2BB,1781767353828,673,2026-06-18T07:22:33.828Z
2SB,1781767353859,1132,2026-06-18T07:22:33.859Z
1BB,1781767355716,699,2026-06-18T07:22:35.716Z
2BB,1781767355757,673,2026-06-18T07:22:35.757Z
1SB,1781767355859,809,2026-06-18T07:22:35.859Z
2SB,1781767355859,744,2026-06-18T07:22:35.859Z
1BB,1781767357800,705,2026-06-18T07:22:37.800Z
1SB,1781767357926,809,2026-06-18T07:22:37.926Z
2BB,1781767357945,673,2026-06-18T07:22:37.945Z
2SB,1781767357958,749,2026-06-18T07:22:37.958Z
2BB,1781767359851,668,2026-06-18T07:22:39.851Z
1BB,1781767359892,700,2026-06-18T07:22:39.892Z
1SB,1781767359929,806,2026-06-18T07:22:39.929Z
2SB,1781767359955,732,2026-06-18T07:22:39.955Z
1BB,1781767361632,701,2026-06-18T07:22:41.632Z
2SB,1781767361664,741,2026-06-18T07:22:41.664Z
2BB,1781767361759,674,2026-06-18T07:22:41.759Z
1SB,1781767361823,805,2026-06-18T07:22:41.823Z
1BB,1781767363712,699,2026-06-18T07:22:43.712Z
1SB,1781767363812,810,2026-06-18T07:22:43.812Z
2SB,1781767363858,741,2026-06-18T07:22:43.858Z
2BB,1781767363877,674,2026-06-18T07:22:43.877Z
2BB,1781767365789,674,2026-06-18T07:22:45.789Z
2SB,1781767365861,736,2026-06-18T07:22:45.861Z
1SB,1781767365896,804,2026-06-18T07:22:45.896Z
1BB,1781767365896,702,2026-06-18T07:22:45.896Z
1BB,1781767367708,690,2026-06-18T07:22:47.708Z
2SB,1781767367968,736,2026-06-18T07:22:47.968Z
1SB,1781767367977,801,2026-06-18T07:22:47.977Z
2BB,1781767367977,674,2026-06-18T07:22:47.977Z
2BB,1781767369897,674,2026-06-18T07:22:49.897Z
2SB,1781767369971,741,2026-06-18T07:22:49.971Z
1SB,1781767369972,793,2026-06-18T07:22:49.972Z
1BB,1781767371697,692,2026-06-18T07:22:51.697Z
2SB,1781767371777,741,2026-06-18T07:22:51.777Z
2BB,1781767371809,674,2026-06-18T07:22:51.809Z
1SB,1781767371857,785,2026-06-18T07:22:51.857Z
1BB,1781767373793,678,2026-06-18T07:22:53.793Z
1SB,1781767373840,778,2026-06-18T07:22:53.840Z
2SB,1781767373871,745,2026-06-18T07:22:53.871Z
2BB,1781767373903,674,2026-06-18T07:22:53.903Z
2BB,1781767375820,674,2026-06-18T07:22:55.820Z
1SB,1781767375934,778,2026-06-18T07:22:55.934Z
2SB,1781767375962,737,2026-06-18T07:22:55.962Z
1BB,1781767377892,673,2026-06-18T07:22:57.892Z
2SB,1781767377972,741,2026-06-18T07:22:57.972Z
2BB,1781767378019,674,2026-06-18T07:22:58.019Z
1BB,1781767379893,685,2026-06-18T07:22:59.893Z
2BB,1781767379925,674,2026-06-18T07:22:59.925Z
2SB,1781767380070,741,2026-06-18T07:23:00.070Z
2BB,1781767381748,674,2026-06-18T07:23:01.748Z
2SB,1781767381779,741,2026-06-18T07:23:01.779Z
1SB,1781767381811,775,2026-06-18T07:23:01.811Z
2SB,1781767383888,745,2026-06-18T07:23:03.888Z
1SB,1781767383888,773,2026-06-18T07:23:03.888Z
2BB,1781767383945,674,2026-06-18T07:23:03.945Z
2BB,1781767385858,674,2026-06-18T07:23:05.858Z
1BB,1781767385887,681,2026-06-18T07:23:05.887Z
2SB,1781767385976,745,2026-06-18T07:23:05.976Z
1SB,1781767387970,768,2026-06-18T07:23:07.970Z
2SB,1781767387970,737,2026-06-18T07:23:07.970Z
1BB,1781767388007,669,2026-06-18T07:23:08.007Z
2BB,1781767388070,674,2026-06-18T07:23:08.070Z
2BB,1781767389971,670,2026-06-18T07:23:09.971Z
1SB,1781767390038,761,2026-06-18T07:23:10.038Z
2SB,1781767390070,741,2026-06-18T07:23:10.070Z
2SB,1781767391779,741,2026-06-18T07:23:11.779Z
2BB,1781767391795,670,2026-06-18T07:23:11.795Z
1SB,1781767391938,759,2026-06-18T07:23:11.938Z
1BB,1781767393874,671,2026-06-18T07:23:13.874Z
1SB,1781767393926,770,2026-06-18T07:23:13.926Z
2SB,1781767393968,750,2026-06-18T07:23:13.968Z
2BB,1781767393989,674,2026-06-18T07:23:13.989Z
2BB,1781767395898,674,2026-06-18T07:23:15.898Z
2SB,1781767395981,745,2026-06-18T07:23:15.981Z
1SB,1781767396007,771,2026-06-18T07:23:16.007Z
1BB,1781767397978,674,2026-06-18T07:23:17.978Z
2SB,1781767398078,741,2026-06-18T07:23:18.078Z
1SB,1781767398095,768,2026-06-18T07:23:18.095Z
2BB,1781767398101,669,2026-06-18T07:23:18.101Z
1BB,1781767399967,677,2026-06-18T07:23:19.967Z
2BB,1781767399999,674,2026-06-18T07:23:19.999Z
2SB,1781767400079,753,2026-06-18T07:23:20.079Z
1SB,1781767400099,765,2026-06-18T07:23:20.099Z
2BB,1781767402016,674,2026-06-18T07:23:22.016Z
1SB,1781767402164,760,2026-06-18T07:23:22.164Z
2SB,1781767402175,748,2026-06-18T07:23:22.175Z
1BB,1781767403772,668,2026-06-18T07:23:23.772Z
2SB,1781767403899,735,2026-06-18T07:23:23.899Z
2BB,1781767403930,674,2026-06-18T07:23:23.930Z
1SB,1781767403962,764,2026-06-18T07:23:23.962Z
1BB,1781767406164,669,2026-06-18T07:23:26.164Z
1SB,1781767406233,769,2026-06-18T07:23:26.233Z
2BB,1781767406233,674,2026-06-18T07:23:26.233Z
2SB,1781767406263,748,2026-06-18T07:23:26.263Z
1BB,1781767407872,676,2026-06-18T07:23:27.872Z
2SB,1781767407983,740,2026-06-18T07:23:27.983Z
2BB,1781767408047,674,2026-06-18T07:23:28.047Z
1SB,1781767408126,768,2026-06-18T07:23:28.126Z
1BB,1781767410062,694,2026-06-18T07:23:30.062Z
1SB,1781767410110,770,2026-06-18T07:23:30.110Z
2BB,1781767410141,670,2026-06-18T07:23:30.141Z
2SB,1781767410173,735,2026-06-18T07:23:30.173Z
1BB,1781767412076,704,2026-06-18T07:23:32.076Z
2BB,1781767412076,674,2026-06-18T07:23:32.076Z
2SB,1781767412171,969,2026-06-18T07:23:32.171Z
1SB,1781767412201,790,2026-06-18T07:23:32.201Z
2BB,1781767413979,674,2026-06-18T07:23:33.979Z
2SB,1781767413979,741,2026-06-18T07:23:33.979Z
1SB,1781767413995,800,2026-06-18T07:23:33.995Z
1BB,1781767416155,743,2026-06-18T07:23:36.155Z
1SB,1781767416362,780,2026-06-18T07:23:36.362Z
2SB,1781767416362,736,2026-06-18T07:23:36.362Z
2BB,1781767416362,679,2026-06-18T07:23:36.362Z
1BB,1781767417969,732,2026-06-18T07:23:37.969Z
2SB,1781767418081,741,2026-06-18T07:23:38.081Z
2BB,1781767418081,674,2026-06-18T07:23:38.081Z
1SB,1781767418160,773,2026-06-18T07:23:38.160Z
1BB,1781767420065,727,2026-06-18T07:23:40.065Z
2SB,1781767420176,736,2026-06-18T07:23:40.176Z
1BB,1781767422159,718,2026-06-18T07:23:42.159Z
2SB,1781767422174,1019,2026-06-18T07:23:42.174Z
1SB,1781767422238,740,2026-06-18T07:23:42.238Z
1BB,1781767424161,707,2026-06-18T07:23:44.161Z
2BB,1781767424211,674,2026-06-18T07:23:44.211Z
1SB,1781767424228,733,2026-06-18T07:23:44.228Z
2SB,1781767424271,740,2026-06-18T07:23:44.271Z
1BB,1781767426251,693,2026-06-18T07:23:46.251Z
2SB,1781767426283,740,2026-06-18T07:23:46.283Z
1SB,1781767426299,743,2026-06-18T07:23:46.299Z
2BB,1781767426315,674,2026-06-18T07:23:46.315Z
1BB,1781767427964,685,2026-06-18T07:23:47.964Z
2SB,1781767428091,748,2026-06-18T07:23:48.091Z
2BB,1781767428123,674,2026-06-18T07:23:48.123Z
1BB,1781767430054,680,2026-06-18T07:23:50.054Z
2SB,1781767430181,745,2026-06-18T07:23:50.181Z
2BB,1781767430249,674,2026-06-18T07:23:50.249Z
1BB,1781767432348,684,2026-06-18T07:23:52.348Z
1SB,1781767432364,740,2026-06-18T07:23:52.364Z
2BB,1781767432434,674,2026-06-18T07:23:52.434Z
2SB,1781767432472,748,2026-06-18T07:23:52.472Z
1BB,1781767434150,691,2026-06-18T07:23:54.150Z
2SB,1781767434182,748,2026-06-18T07:23:54.182Z
2BB,1781767434250,674,2026-06-18T07:23:54.250Z
1SB,1781767434262,739,2026-06-18T07:23:54.262Z
1BB,1781767435959,690,2026-06-18T07:23:55.959Z
2BB,1781767436070,674,2026-06-18T07:23:56.070Z
1SB,1781767436147,733,2026-06-18T07:23:56.147Z
2SB,1781767436179,749,2026-06-18T07:23:56.179Z
1BB,1781767438058,695,2026-06-18T07:23:58.058Z
1SB,1781767438135,730,2026-06-18T07:23:58.135Z
2BB,1781767438167,674,2026-06-18T07:23:58.167Z
2SB,1781767438193,741,2026-06-18T07:23:58.193Z
1BB,1781767440148,695,2026-06-18T07:24:00.148Z
1SB,1781767440261,735,2026-06-18T07:24:00.261Z
2BB,1781767440261,674,2026-06-18T07:24:00.261Z
2SB,1781767440289,744,2026-06-18T07:24:00.289Z
1BB,1781767442147,700,2026-06-18T07:24:02.147Z
1SB,1781767444289,732,2026-06-18T07:24:04.289Z
2SB,1781767444383,745,2026-06-18T07:24:04.383Z
1BB,1781767445945,697,2026-06-18T07:24:05.945Z
2SB,1781767446101,745,2026-06-18T07:24:06.101Z
1BB,1781767448137,696,2026-06-18T07:24:08.137Z
1SB,1781767448169,735,2026-06-18T07:24:08.169Z
2SB,1781767448185,745,2026-06-18T07:24:08.185Z
2BB,1781767448201,670,2026-06-18T07:24:08.201Z
1BB,1781767450133,686,2026-06-18T07:24:10.133Z
2BB,1781767450219,674,2026-06-18T07:24:10.219Z
1SB,1781767450281,731,2026-06-18T07:24:10.281Z
2SB,1781767450290,745,2026-06-18T07:24:10.290Z
2SB,1781767452292,741,2026-06-18T07:24:12.292Z
2BB,1781767452322,674,2026-06-18T07:24:12.322Z
1SB,1781767452346,738,2026-06-18T07:24:12.346Z
1SB,1781767454326,731,2026-06-18T07:24:14.326Z
2SB,1781767454397,745,2026-06-18T07:24:14.397Z
2BB,1781767454422,674,2026-06-18T07:24:14.422Z
2SB,1781767456105,748,2026-06-18T07:24:16.105Z
1BB,1781767456140,702,2026-06-18T07:24:16.140Z
2BB,1781767456140,674,2026-06-18T07:24:16.140Z
1SB,1781767456226,741,2026-06-18T07:24:16.226Z
1BB,1781767458138,691,2026-06-18T07:24:18.138Z
1SB,1781767458297,741,2026-06-18T07:24:18.297Z
2BB,1781767458345,670,2026-06-18T07:24:18.345Z
2SB,1781767458392,740,2026-06-18T07:24:18.392Z
2SB,1781767460210,753,2026-06-18T07:24:20.210Z
1BB,1781767460232,691,2026-06-18T07:24:20.232Z
1SB,1781767460295,735,2026-06-18T07:24:20.295Z
1BB,1781767464323,703,2026-06-18T07:24:24.323Z
1SB,1781767464370,736,2026-06-18T07:24:24.370Z
2BB,1781767464370,673,2026-06-18T07:24:24.370Z
2SB,1781767464403,1003,2026-06-18T07:24:24.403Z
1BB,1781767466023,698,2026-06-18T07:24:26.023Z
2BB,1781767466181,669,2026-06-18T07:24:26.181Z
2SB,1781767466218,740,2026-06-18T07:24:26.218Z
1SB,1781767466263,730,2026-06-18T07:24:26.263Z
1SB,1781767468246,727,2026-06-18T07:24:28.246Z
2SB,1781767468310,749,2026-06-18T07:24:28.310Z
1BB,1781767470228,698,2026-06-18T07:24:30.228Z
1SB,1781767470354,765,2026-06-18T07:24:30.354Z
2BB,1781767470398,674,2026-06-18T07:24:30.398Z
2SB,1781767470497,749,2026-06-18T07:24:30.497Z
2BB,1781767472309,674,2026-06-18T07:24:32.309Z
2SB,1781767472311,736,2026-06-18T07:24:32.311Z
1BB,1781767472323,761,2026-06-18T07:24:32.323Z
1SB,1781767472414,797,2026-06-18T07:24:32.414Z
2SB,1781767474406,731,2026-06-18T07:24:34.406Z
1SB,1781767474406,795,2026-06-18T07:24:34.406Z
2BB,1781767474507,674,2026-06-18T07:24:34.507Z
1BB,1781767476126,798,2026-06-18T07:24:36.126Z
1SB,1781767476395,808,2026-06-18T07:24:36.395Z
2SB,1781767476411,712,2026-06-18T07:24:36.411Z
1BB,1781767478402,785,2026-06-18T07:24:38.402Z
2BB,1781767478434,670,2026-06-18T07:24:38.434Z
2SB,1781767478497,744,2026-06-18T07:24:38.497Z
1BB,1781767480214,787,2026-06-18T07:24:40.214Z
2SB,1781767480309,753,2026-06-18T07:24:40.309Z
2BB,1781767480342,674,2026-06-18T07:24:40.342Z
1SB,1781767480373,825,2026-06-18T07:24:40.373Z
1BB,1781767482308,806,2026-06-18T07:24:42.308Z
2SB,1781767482499,749,2026-06-18T07:24:42.499Z
2BB,1781767482531,674,2026-06-18T07:24:42.531Z
1SB,1781767482546,827,2026-06-18T07:24:42.546Z
1BB,1781767484414,764,2026-06-18T07:24:44.414Z
1SB,1781767484445,838,2026-06-18T07:24:44.445Z
2BB,1781767484456,674,2026-06-18T07:24:44.456Z
2SB,1781767484508,749,2026-06-18T07:24:44.508Z
2SB,1781767486214,749,2026-06-18T07:24:46.214Z
2BB,1781767486259,675,2026-06-18T07:24:46.259Z
1SB,1781767486323,819,2026-06-18T07:24:46.323Z
1SB,1781767488323,839,2026-06-18T07:24:48.323Z
2BB,1781767488377,674,2026-06-18T07:24:48.377Z
2SB,1781767488410,745,2026-06-18T07:24:48.410Z
2SB,1781767490404,741,2026-06-18T07:24:50.404Z
1SB,1781767490414,831,2026-06-18T07:24:50.414Z
2BB,1781767490468,675,2026-06-18T07:24:50.468Z
2BB,1781767492387,670,2026-06-18T07:24:52.387Z
1BB,1781767492403,768,2026-06-18T07:24:52.403Z
1SB,1781767492482,823,2026-06-18T07:24:52.482Z
2SB,1781767492498,753,2026-06-18T07:24:52.498Z
1BB,1781767494409,774,2026-06-18T07:24:54.409Z
2BB,1781767494498,674,2026-06-18T07:24:54.498Z
2SB,1781767494508,873,2026-06-18T07:24:54.508Z
1SB,1781767494671,833,2026-06-18T07:24:54.671Z
1BB,1781767496217,749,2026-06-18T07:24:56.217Z
2BB,1781767496313,674,2026-06-18T07:24:56.313Z
1SB,1781767496370,835,2026-06-18T07:24:56.370Z
2SB,1781767496411,892,2026-06-18T07:24:56.411Z
1BB,1781767498497,762,2026-06-18T07:24:58.497Z
2SB,1781767498592,880,2026-06-18T07:24:58.592Z
2BB,1781767498592,675,2026-06-18T07:24:58.592Z
1SB,1781767498642,826,2026-06-18T07:24:58.642Z
2SB,1781767500414,748,2026-06-18T07:25:00.414Z
2BB,1781767500430,675,2026-06-18T07:25:00.430Z
1SB,1781767500431,826,2026-06-18T07:25:00.431Z
1BB,1781767502313,786,2026-06-18T07:25:02.313Z
2SB,1781767502493,748,2026-06-18T07:25:02.493Z
1SB,1781767502509,827,2026-06-18T07:25:02.509Z
2BB,1781767502525,670,2026-06-18T07:25:02.525Z
1BB,1781767504397,761,2026-06-18T07:25:04.397Z
2BB,1781767504428,661,2026-06-18T07:25:04.428Z
1SB,1781767504508,814,2026-06-18T07:25:04.508Z
2SB,1781767504603,748,2026-06-18T07:25:04.603Z
1BB,1781767506494,748,2026-06-18T07:25:06.494Z
1SB,1781767506689,817,2026-06-18T07:25:06.689Z
2SB,1781767506689,756,2026-06-18T07:25:06.689Z
2BB,1781767506734,643,2026-06-18T07:25:06.734Z
1BB,1781767508209,741,2026-06-18T07:25:08.209Z
1BB,1781767510398,753,2026-06-18T07:25:10.398Z
2SB,1781767510414,868,2026-06-18T07:25:10.414Z
2BB,1781767510462,608,2026-06-18T07:25:10.462Z
1BB,1781767512306,768,2026-06-18T07:25:12.306Z
2BB,1781767514476,598,2026-06-18T07:25:14.476Z
1BB,1781767514487,764,2026-06-18T07:25:14.487Z
1SB,1781767514553,834,2026-06-18T07:25:14.553Z
2SB,1781767514601,898,2026-06-18T07:25:14.601Z
1BB,1781767516487,768,2026-06-18T07:25:16.487Z
2SB,1781767516598,853,2026-06-18T07:25:16.598Z
1SB,1781767516614,840,2026-06-18T07:25:16.614Z
2BB,1781767516677,612,2026-06-18T07:25:16.677Z
1BB,1781767518307,774,2026-06-18T07:25:18.307Z
2BB,1781767518494,607,2026-06-18T07:25:18.494Z
2SB,1781767518605,816,2026-06-18T07:25:18.605Z
1SB,1781767518605,860,2026-06-18T07:25:18.605Z
2BB,1781767520408,613,2026-06-18T07:25:20.408Z
2SB,1781767520430,815,2026-06-18T07:25:20.430Z
1SB,1781767520507,867,2026-06-18T07:25:20.507Z
1BB,1781767522492,755,2026-06-18T07:25:22.492Z
2BB,1781767522605,627,2026-06-18T07:25:22.605Z
2SB,1781767522607,814,2026-06-18T07:25:22.607Z
1BB,1781767524403,773,2026-06-18T07:25:24.403Z
2BB,1781767524519,666,2026-06-18T07:25:24.519Z
1SB,1781767524577,873,2026-06-18T07:25:24.577Z
2SB,1781767524608,862,2026-06-18T07:25:24.608Z
1BB,1781767526584,804,2026-06-18T07:25:26.584Z
1SB,1781767526648,920,2026-06-18T07:25:26.648Z
2SB,1781767526703,849,2026-06-18T07:25:26.703Z
2BB,1781767526719,692,2026-06-18T07:25:26.719Z
1BB,1781767528595,802,2026-06-18T07:25:28.595Z
2BB,1781767528626,679,2026-06-18T07:25:28.626Z
2SB,1781767528705,879,2026-06-18T07:25:28.705Z
1SB,1781767528737,868,2026-06-18T07:25:28.737Z
1BB,1781767530404,802,2026-06-18T07:25:30.404Z
2BB,1781767530445,679,2026-06-18T07:25:30.445Z
2SB,1781767530508,740,2026-06-18T07:25:30.508Z
1SB,1781767530570,889,2026-06-18T07:25:30.570Z
1BB,1781767534589,831,2026-06-18T07:25:34.589Z
1SB,1781767534604,847,2026-06-18T07:25:34.604Z
2BB,1781767534652,678,2026-06-18T07:25:34.652Z
2SB,1781767534700,851,2026-06-18T07:25:34.700Z
1BB,1781767536586,820,2026-06-18T07:25:36.586Z
1SB,1781767536682,816,2026-06-18T07:25:36.682Z
2SB,1781767536697,753,2026-06-18T07:25:36.697Z
2BB,1781767536757,674,2026-06-18T07:25:36.757Z
2BB,1781767538670,738,2026-06-18T07:25:38.670Z
1SB,1781767538761,840,2026-06-18T07:25:38.761Z
2SB,1781767538793,925,2026-06-18T07:25:38.793Z
1BB,1781767542588,777,2026-06-18T07:25:42.588Z
2BB,1781767542594,693,2026-06-18T07:25:42.594Z
2SB,1781767542601,848,2026-06-18T07:25:42.601Z
1SB,1781767542630,869,2026-06-18T07:25:42.630Z
1BB,1781767544585,807,2026-06-18T07:25:44.585Z
2BB,1781767544695,684,2026-06-18T07:25:44.695Z
2SB,1781767544695,859,2026-06-18T07:25:44.695Z
1SB,1781767544711,818,2026-06-18T07:25:44.711Z
1SB,1781767546680,792,2026-06-18T07:25:46.680Z
2SB,1781767546695,766,2026-06-18T07:25:46.695Z
2BB,1781767546789,674,2026-06-18T07:25:46.789Z
1BB,1781767548678,809,2026-06-18T07:25:48.678Z
2BB,1781767548710,721,2026-06-18T07:25:48.710Z
1SB,1781767548767,765,2026-06-18T07:25:48.767Z
2SB,1781767548789,837,2026-06-18T07:25:48.789Z
1BB,1781767550480,758,2026-06-18T07:25:50.480Z
2SB,1781767550511,757,2026-06-18T07:25:50.511Z
2BB,1781767550535,760,2026-06-18T07:25:50.535Z
1SB,1781767550654,745,2026-06-18T07:25:50.654Z
1BB,1781767552577,727,2026-06-18T07:25:52.577Z
1SB,1781767552640,755,2026-06-18T07:25:52.640Z
2SB,1781767552695,832,2026-06-18T07:25:52.695Z
2BB,1781767552726,738,2026-06-18T07:25:52.726Z
2BB,1781767554641,678,2026-06-18T07:25:54.641Z
2SB,1781767554702,836,2026-06-18T07:25:54.702Z
1SB,1781767554723,798,2026-06-18T07:25:54.723Z
1BB,1781767556677,746,2026-06-18T07:25:56.677Z
2BB,1781767556743,678,2026-06-18T07:25:56.743Z
1SB,1781767556790,789,2026-06-18T07:25:56.790Z
2SB,1781767556790,745,2026-06-18T07:25:56.790Z
1BB,1781767558675,758,2026-06-18T07:25:58.675Z
1SB,1781767558770,789,2026-06-18T07:25:58.770Z
2SB,1781767558797,744,2026-06-18T07:25:58.797Z
2BB,1781767558834,674,2026-06-18T07:25:58.834Z
1BB,1781767560767,742,2026-06-18T07:26:00.767Z
1SB,1781767560862,809,2026-06-18T07:26:00.862Z
2SB,1781767560891,753,2026-06-18T07:26:00.891Z
1BB,1781767562487,714,2026-06-18T07:26:02.487Z
2SB,1781767562605,753,2026-06-18T07:26:02.605Z
1SB,1781767562731,789,2026-06-18T07:26:02.731Z
1BB,1781767564669,733,2026-06-18T07:26:04.669Z
2BB,1781767564689,691,2026-06-18T07:26:04.689Z
1SB,1781767564726,800,2026-06-18T07:26:04.726Z
2SB,1781767564795,744,2026-06-18T07:26:04.795Z
1BB,1781767566666,743,2026-06-18T07:26:06.666Z
2BB,1781767566777,687,2026-06-18T07:26:06.777Z
2SB,1781767566793,749,2026-06-18T07:26:06.793Z
1SB,1781767566793,808,2026-06-18T07:26:06.793Z
1BB,1781767568757,744,2026-06-18T07:26:08.757Z
1SB,1781767568882,815,2026-06-18T07:26:08.882Z
2BB,1781767568882,678,2026-06-18T07:26:08.882Z
2SB,1781767568882,745,2026-06-18T07:26:08.882Z
1BB,1781767570672,743,2026-06-18T07:26:10.672Z
2BB,1781767570800,678,2026-06-18T07:26:10.800Z
1SB,1781767570862,814,2026-06-18T07:26:10.862Z
2SB,1781767570894,749,2026-06-18T07:26:10.894Z
1BB,1781767572857,761,2026-06-18T07:26:12.857Z
1SB,1781767572936,815,2026-06-18T07:26:12.936Z
2SB,1781767572984,859,2026-06-18T07:26:12.984Z
2BB,1781767573000,674,2026-06-18T07:26:13Z
1BB,1781767574571,748,2026-06-18T07:26:14.571Z
2SB,1781767574699,753,2026-06-18T07:26:14.699Z
2BB,1781767574715,674,2026-06-18T07:26:14.715Z
1BB,1781767576779,757,2026-06-18T07:26:16.779Z
1SB,1781767576820,813,2026-06-18T07:26:16.820Z
2BB,1781767576823,696,2026-06-18T07:26:16.823Z
2SB,1781767576887,854,2026-06-18T07:26:16.887Z
1BB,1781767578669,740,2026-06-18T07:26:18.669Z
2SB,1781767578883,871,2026-06-18T07:26:18.883Z
1SB,1781767578892,810,2026-06-18T07:26:18.892Z
2BB,1781767578923,679,2026-06-18T07:26:18.923Z
2BB,1781767580830,674,2026-06-18T07:26:20.830Z
1BB,1781767580851,753,2026-06-18T07:26:20.851Z
1SB,1781767580977,804,2026-06-18T07:26:20.977Z
2SB,1781767580977,866,2026-06-18T07:26:20.977Z
1BB,1781767582852,758,2026-06-18T07:26:22.852Z
1BB,1781767584664,759,2026-06-18T07:26:24.664Z
2BB,1781767584758,674,2026-06-18T07:26:24.758Z
1SB,1781767584842,813,2026-06-18T07:26:24.842Z
2SB,1781767584885,745,2026-06-18T07:26:24.885Z
1SB,1781767586831,831,2026-06-18T07:26:26.831Z
2BB,1781767586868,678,2026-06-18T07:26:26.868Z
2SB,1781767586883,757,2026-06-18T07:26:26.883Z
1BB,1781767588851,752,2026-06-18T07:26:28.851Z
2SB,1781767588882,753,2026-06-18T07:26:28.882Z
1SB,1781767588911,816,2026-06-18T07:26:28.911Z
2BB,1781767588959,678,2026-06-18T07:26:28.959Z
1BB,1781767590847,739,2026-06-18T07:26:30.847Z
2BB,1781767590883,674,2026-06-18T07:26:30.883Z
2SB,1781767590985,749,2026-06-18T07:26:30.985Z
1SB,1781767590989,822,2026-06-18T07:26:30.989Z
