"Type","Identifier","Timestamp_Ms","Timestamp_ISO8601","WindDirection","WindSpeed","FlowDirection","FlowSpeed","Timestamp_Ms_Start","Timestamp_Ms_End","Energy","Startpoint","Ferrymode","Route"
"ROUTE","08-1769094285321","1769094285321","2026-01-22T15:04:45.321Z","228.3","1.9","NaN","NaN","1769094285321","1769094843427","NaN","FARGE","1","[(53.19854786,8.517651378333333),(53.19854999333333,8.517668466666667),(53.19855158666667,8.517684985),(53.19855302166667,8.51770122),(53.198554375,8.51771704),(53.19855568166667,8.517732681666667),(53.19855700666667,8.517747943333333),(53.19855834166667,8.517762901666666),(53.19855960333334,8.517777651666666),(53.198560793333336,8.517792123333333),(53.19856194333333,8.517806291666666),(53.198563121666666,8.517820273333333),(53.1985641,8.517834031666666),(53.198565163333335,8.517847611666667),(53.19856608,8.51786108),(53.198566826666664,8.517874285),(53.19856743,8.517887281666667),(53.19856795333333,8.517900081666667),(53.198568275,8.517912475),(53.198568675,8.517924398333333),(53.19856905333334,8.517935948333333),(53.19856936,8.517947123333334),(53.198569695,8.517957781666667),(53.198570026666665,8.517967981666667),(53.19857014666667,8.517977575),(53.19857036166667,8.517986646666667),(53.19857064166667,8.517994961666666),(53.19857076833333,8.518002446666667),(53.198570935,8.518008993333334),(53.198571205,8.51801496),(53.198571335,8.51802034),(53.19857133666667,8.518025088333333),(53.19857135,8.518029458333334),(53.19857128333334,8.518033516666666),(53.19857117666667,8.518037378333334),(53.19857096166667,8.518041146666667),(53.19857074,8.518044508333332),(53.19857055166667,8.518047811666667),(53.198570466666666,8.51805079),(53.19857026333333,8.518053055),(53.198570286666666,8.518055203333333),(53.198570225,8.51805709),(53.198570163333336,8.518058846666667),(53.198570655,8.518059675),(53.19857103,8.51805996),(53.198571215,8.518059921666667),(53.19857151666667,8.51805992),(53.19857166166667,8.51805993),(53.198571755,8.518059943333334),(53.19857176666667,8.518059913333333),(53.19857179666667,8.51805987),(53.19857178833333,8.518059705),(53.19857191166667,8.518059651666666),(53.198572075,8.518059645),(53.198572123333335,8.518059673333333),(53.198572201666664,8.518059708333332),(53.19857223,8.518059625),(53.19857232333333,8.518059633333333),(53.19857238666667,8.518059633333333),(53.19857229833333,8.518059551666667),(53.198572266666666,8.518059515000001),(53.19857225166667,8.51805948),(53.198572168333335,8.518059443333334),(53.19857216166667,8.51805946),(53.198572111666664,8.518059436666666),(53.198572095,8.5180594),(53.1985721,8.518059431666666),(53.198572033333335,8.518059456666666),(53.19857209333333,8.518059573333334),(53.198572141666666,8.518059568333333),(53.198572088333336,8.51805954),(53.198572185,8.51805958),(53.19857220666667,8.51805955),(53.198572158333334,8.518059558333333),(53.198572213333335,8.518059631666667),(53.198572211666665,8.518059576666667),(53.198572131666666,8.51805955),(53.19857216,8.51805959),(53.198572111666664,8.518059636666667),(53.198572055,8.518059536666666),(53.198572085,8.518059513333334),(53.198572075,8.518059478333333),(53.19857211,8.518059503333333),(53.19857209166667,8.518059503333333),(53.19857203,8.518059463333334),(53.198572043333336,8.518059511666667),(53.19857202,8.51805947),(53.198572031666664,8.518059503333333),(53.198572123333335,8.51805957),(53.198572035,8.518059506666667),(53.19857203,8.51805954),(53.198572113333334,8.518059598333334),(53.19857206166667,8.518059636666667),(53.198572076666665,8.518059596666667),(53.198572148333334,8.518059613333334),(53.19857204666667,8.518059595),(53.19857202833333,8.518059565),(53.19857209333333,8.518059581666666),(53.19857197666666,8.518059511666667),(53.198571995,8.518059533333334),(53.19857202666667,8.51805948),(53.19857194,8.518059463333334),(53.198571898333334,8.518059381666667),(53.198571905,8.518059413333333),(53.19857178666667,8.51805935),(53.19857180166667,8.518059395),(53.198571773333335,8.518059418333333),(53.19857171,8.518059363333334),(53.198571746666666,8.518059368333333),(53.19857173166667,8.518059413333333),(53.19857167333333,8.518059345),(53.1985717,8.518059378333334),(53.19857166833334,8.518059366666666),(53.19857169666667,8.518059408333333),(53.198571685,8.518059348333333),(53.19857169,8.518059396666667),(53.19857164333333,8.518059363333334),(53.19857162,8.518059366666666),(53.19857166,8.518059341666667),(53.19857166333333,8.51805932),(53.198571625,8.518059286666666),(53.198571635,8.518059315),(53.19857159,8.518059323333333),(53.198571575,8.518059300000001),(53.19857164333333,8.518059338333334),(53.198571611666665,8.518059313333334),(53.19857163333333,8.518059336666667),(53.198571638333334,8.518059348333333),(53.19857159833333,8.518059298333334),(53.198571595,8.518059335),(53.198571656666665,8.518059371666666),(53.19857156166667,8.518059296666667),(53.19857158833333,8.518059325),(53.19857162833333,8.518059321666666),(53.19857160666667,8.518059306666666),(53.198571615,8.518059301666666),(53.198571646666664,8.518059351666667),(53.19857162833333,8.51805935),(53.19857159833333,8.51805931),(53.198571636666664,8.518059285),(53.19857161833333,8.51805927),(53.198571621666666,8.518059278333332),(53.19857162666667,8.518059316666667),(53.198571623333336,8.518059296666667),(53.198571623333336,8.518059331666667),(53.198571658333336,8.518059318333334),(53.198571601666664,8.51805928),(53.19857153833333,8.518059303333333),(53.19857154,8.518059336666667),(53.19857152833333,8.518059283333333),(53.198571523333335,8.518059291666667),(53.19857159166666,8.518059311666667),(53.198571568333335,8.518059341666667),(53.19857155166667,8.518059335),(53.198571603333335,8.518059275),(53.198571578333336,8.518059293333334),(53.198571566666665,8.51805923),(53.198571605,8.518059281666666),(53.19857159,8.51805927),(53.19857159666667,8.51805924),(53.198571566666665,8.5180592),(53.198571585,8.518059195),(53.198571521666665,8.518059186666667),(53.19857150666667,8.518059178333333),(53.19857149833334,8.518059186666667),(53.19857150333333,8.51805919),(53.19857148333333,8.51805917),(53.19857145833333,8.51805919),(53.19857148333333,8.518059178333333),(53.198571511666664,8.518059153333333),(53.19857149166667,8.51805916),(53.198571488333336,8.51805917),(53.19857150333333,8.518059218333333),(53.19857151666667,8.518059205),(53.198571578333336,8.518059185),(53.198571603333335,8.5180592),(53.19857162666667,8.518059191666667),(53.198571556666664,8.518059121666667),(53.19857158666667,8.518059123333334),(53.19857157166667,8.518059071666666),(53.198571585,8.518059108333333),(53.198571585,8.51805906),(53.19857155,8.518059098333334),(53.198571513333334,8.518059178333333),(53.19857150833333,8.51805923),(53.198571441666665,8.518059293333334),(53.19857141666667,8.518059293333334),(53.198571443333336,8.518059293333334),(53.198571445,8.518059343333332),(53.19857144,8.518059366666666),(53.198571396666665,8.518059405),(53.198571421666664,8.518059395),(53.19857144666667,8.518059425),(53.19857152,8.518059476666666),(53.198571556666664,8.518059521666666),(53.198571595,8.518059548333333),(53.198571621666666,8.518059575),(53.19857165,8.518059553333334),(53.19857164166667,8.51805952),(53.19857161,8.518059451666666),(53.198571621666666,8.51805948),(53.19857161833333,8.518059443333334),(53.198571505,8.518059336666667),(53.19857154666666,8.51805933),(53.198571566666665,8.51805926),(53.19857155333333,8.518059203333333),(53.19857154166667,8.518059125),(53.198571558333335,8.518059095),(53.19857152,8.518058983333333),(53.19857154166667,8.518059006666666),(53.198571525,8.518058971666667),(53.19857151666667,8.518058971666667),(53.19857151,8.518058961666666),(53.198571468333334,8.518058926666667),(53.198571523333335,8.518058921666666),(53.19857154166667,8.518058948333334),(53.19857149,8.51805892),(53.19857152,8.518058911666667),(53.19857154666666,8.518058996666667),(53.19857153,8.518058986666666),(53.19857155,8.518059033333333),(53.19857156333333,8.518059013333334),(53.198571568333335,8.518059033333333),(53.198571595,8.518059071666666),(53.19857163166667,8.518059063333334),(53.198571621666666,8.518059045),(53.19857166333333,8.518059098333334),(53.19857166,8.51805906),(53.198571625,8.518059041666667),(53.198571636666664,8.518059113333333),(53.19857162,8.518059091666666),(53.19857161833333,8.51805909),(53.19857167833333,8.51805911),(53.198571665,8.518059103333334),(53.198571645,8.518059065),(53.19857168833333,8.518059145),(53.198571658333336,8.518059091666666),(53.19857165333333,8.518059128333334),(53.19857167666667,8.518059141666667),(53.19857166333333,8.518059106666666),(53.19857173333333,8.51805918),(53.19857176666667,8.518059131666666),(53.198571726666664,8.518059113333333),(53.198571711666666,8.518059138333333),(53.19857171833333,8.51805914),(53.19857169833333,8.51805918),(53.19857167666667,8.518059148333334),(53.19857167833333,8.518059171666666),(53.198571638333334,8.518059098333334),(53.198571695,8.518059105),(53.19857169,8.518059123333334),(53.19857174,8.518059135),(53.19857171833333,8.518059166666667),(53.198571763333334,8.518059166666667),(53.198571726666664,8.51805914),(53.19857172,8.518059141666667),(53.198571725,8.518059188333334),(53.198571746666666,8.518059151666666),(53.198571703333336,8.518059153333333),(53.19857173,8.518059151666666),(53.198571735,8.51805913),(53.198571748333336,8.518059125),(53.19857173166667,8.518059126666667),(53.198571748333336,8.518059191666667),(53.19857171666666,8.518059195),(53.198571725,8.518059183333333),(53.19857168666667,8.518059195),(53.19857172333333,8.51805924),(53.198571736666665,8.518059198333333),(53.19857171,8.518059226666667),(53.19857170833333,8.518059191666667),(53.19857170666667,8.518059233333334),(53.198571695,8.51805921),(53.19857175,8.518059251666667),(53.198571781666665,8.518059235),(53.198571748333336,8.518059213333334),(53.198571725,8.518059236666666),(53.19857173166667,8.518059241666666),(53.19857170666667,8.518059211666667),(53.19857169,8.518059161666667),(53.198571693333335,8.518059166666667),(53.198571638333334,8.518059151666666),(53.19857164333333,8.518059205),(53.19857168666667,8.518059256666668),(53.19857169666667,8.518059226666667),(53.19857170666667,8.51805924),(53.198571738333335,8.51805927),(53.19857169666667,8.518059266666667),(53.198571725,8.51805928),(53.198571748333336,8.518059261666666),(53.198571703333336,8.518059283333333),(53.19857173333333,8.518059248333333),(53.198571725,8.518059231666667),(53.198571695,8.518059261666666),(53.19857171666666,8.51805922),(53.19857174166667,8.518059236666666),(53.19857169666667,8.51805922),(53.198571705,8.518059223333333),(53.198571745,8.518059173333333),(53.198571705,8.51805919),(53.198571726666664,8.518059156666666),(53.198571736666665,8.518059228333334),(53.198571695,8.518059156666666),(53.198571728333334,8.518059163333334),(53.19857171666666,8.518059206666667),(53.19857172333333,8.518059206666667),(53.198571705,8.51805919),(53.19857176166666,8.518059243333333),(53.19857176,8.51805927),(53.198571815,8.518059288333333),(53.198571851666664,8.518059278333332),(53.198571835,8.518059306666666),(53.19857185,8.518059271666667),(53.19857176,8.518059236666666),(53.19857173,8.518059236666666),(53.198571701666665,8.518059168333334),(53.19857170666667,8.518059221666666),(53.198571701666665,8.518059185),(53.19857174,8.518059186666667),(53.198571705,8.518059238333333),(53.198571675,8.518059178333333),(53.19857167833333,8.518059178333333),(53.198571693333335,8.518059176666666),(53.19857167833333,8.518059181666667),(53.198571715,8.518059211666667),(53.19857171333334,8.518059225),(53.198571701666665,8.518059255),(53.19857174333333,8.518059265),(53.198571738333335,8.51805928),(53.19857172,8.518059276666667),(53.198571748333336,8.51805927),(53.19857177833333,8.518059273333334),(53.198571736666665,8.518059268333333),(53.19857178833333,8.518059291666667),(53.198571795,8.518059303333333),(53.198571771666664,8.518059283333333),(53.198571781666665,8.518059286666666),(53.198571808333334,8.518059256666668),(53.19857180333333,8.518059255),(53.198571783333335,8.51805934),(53.19857177833333,8.518059353333333),(53.198571808333334,8.51805937),(53.19857178,8.518059346666666),(53.19857179666667,8.518059338333334),(53.198571783333335,8.518059345),(53.19857170833333,8.518059315),(53.198571613333336,8.518059308333333),(53.19857132166667,8.518058903333333),(53.198570896666666,8.518057905),(53.198570345,8.518056378333334),(53.198569678333335,8.518054295),(53.198568818333335,8.51805141),(53.198567903333334,8.518047681666667),(53.19856693,8.518043213333334),(53.198565935,8.518037951666667),(53.19856504333333,8.518031876666667),(53.198564235,8.518024941666667),(53.1985634,8.518017075),(53.198562618333334,8.518008358333333),(53.198561831666666,8.517998716666666),(53.198561076666664,8.517988358333334),(53.19856027666667,8.517977218333334),(53.19855935,8.517965171666667),(53.198558425,8.517952358333334),(53.198557375,8.517938656666667),(53.19855622666667,8.517924176666666),(53.198554963333336,8.517909075),(53.19855349666667,8.517893223333333),(53.198551916666666,8.517876778333333),(53.198550393333335,8.517859706666666),(53.19854892833333,8.51784203),(53.198547483333336,8.517823826666667),(53.198546048333334,8.517805191666667),(53.198544688333335,8.517785965),(53.19854325666667,8.517766263333334),(53.198541911666666,8.517746223333333),(53.19854056166667,8.517725736666666),(53.19853909,8.517704835),(53.19853766333333,8.517683569999999),(53.19853612833333,8.517661868333333),(53.19853453166667,8.517639766666667),(53.198532895,8.517617281666666),(53.19853118666666,8.517594441666667),(53.198529335,8.517571328333334),(53.19852733166667,8.517548063333333),(53.19852516833333,8.51752447),(53.19852280166667,8.517500648333334),(53.198520315,8.517476678333333),(53.19851769666667,8.517452505),(53.19851487333333,8.51742821),(53.198511851666666,8.517403745),(53.198508706666665,8.517379416666667),(53.198505095,8.517354975),(53.19850137,8.517330618333334),(53.198497375,8.517306261666667),(53.1984933,8.517282038333333),(53.19848894166667,8.51725785),(53.19848419666667,8.517233918333334),(53.19847898,8.517210086666667),(53.19847336666667,8.517186421666667),(53.198467585,8.517163026666667),(53.19846113166667,8.51713988),(53.198454276666666,8.517116725),(53.19844705166667,8.517093811666667),(53.19843963833333,8.517070728333334),(53.19843179,8.517047376666667),(53.19842367166667,8.517023941666666),(53.19841524666667,8.517000393333333),(53.19840658166667,8.516976876666666),(53.198397678333336,8.516953385),(53.19838846,8.51692987),(53.198378856666665,8.516906376666666),(53.19836874,8.516883151666667),(53.198358471666666,8.51686007),(53.198347831666666,8.516836863333333),(53.19833665666667,8.516814523333334),(53.19832515666667,8.51679212),(53.198313225,8.516770003333333),(53.19830098166667,8.516748371666667),(53.198288391666665,8.516726881666667),(53.198275523333336,8.516705406666667),(53.19826221833333,8.516684525),(53.19824855,8.516663958333334),(53.198234678333336,8.51664327),(53.19822052833333,8.51662299),(53.19820598333333,8.516603258333333),(53.198191306666665,8.516583498333333),(53.19817623833333,8.516564048333333),(53.19816083833334,8.51654536),(53.19814516666667,8.516526736666666),(53.19812917833333,8.516508526666666),(53.198112916666666,8.516490888333333),(53.198096353333334,8.516473581666666),(53.19807956333333,8.516456623333333),(53.19806251833333,8.516440131666666),(53.19804519,8.516424025),(53.19802761166667,8.516408156666667),(53.198009801666664,8.516393003333333),(53.19799172333333,8.51637812),(53.197973448333336,8.51636369),(53.19795494833333,8.516349675),(53.19793622833333,8.516335914999999),(53.19791732,8.51632267),(53.19789813333333,8.516309951666667),(53.197878855,8.516297418333334),(53.19785933166666,8.516285308333334),(53.19783960833333,8.516273873333333),(53.19781978,8.516262678333334),(53.19779971166667,8.516251783333333),(53.19777953333333,8.516241506666667),(53.19775913666667,8.516231633333334),(53.197738638333334,8.516221968333333),(53.197718045,8.516212778333333),(53.19769729666667,8.516204141666666),(53.19767645666667,8.516195661666666),(53.19765555666667,8.516187405),(53.19763449333333,8.51617933),(53.19761336333333,8.51617156),(53.197592113333336,8.516164026666667),(53.19757083333333,8.516156366666667),(53.19754948,8.516149048333332),(53.197527935,8.516141658333334),(53.19750644166667,8.516134458333333),(53.19748482333333,8.516127035),(53.19746317333333,8.516119911666667),(53.19744140666667,8.516112791666666),(53.19741958666667,8.516105671666667),(53.197397716666664,8.516098475),(53.19737578833333,8.516091586666667),(53.19735381,8.516084426666666),(53.19733178833334,8.516077403333334),(53.19730971166667,8.516070436666666),(53.19728765666667,8.516063305),(53.197265535,8.51605632),(53.197243443333335,8.516049133333333),(53.197221318333334,8.516041993333333),(53.19719914666667,8.516034616666667),(53.197176983333335,8.516027305),(53.197154915,8.516019996666667),(53.19713280333333,8.516012345),(53.197110673333334,8.516004421666667),(53.197088558333334,8.515996551666667),(53.19706665166667,8.51598811),(53.19704474666667,8.515979603333333),(53.19702293833333,8.515970716666667),(53.19700111666667,8.51596176),(53.19697963666667,8.515952245),(53.196958241666664,8.515942368333333),(53.1969368,8.515932653333333),(53.19691544333333,8.515922605),(53.196894291666666,8.515912326666667),(53.19687331,8.515901825),(53.1968524,8.515891135),(53.19683186,8.515880183333334),(53.196811618333335,8.515868851666667),(53.19679122,8.515857541666666),(53.19677123666666,8.51584574),(53.196751488333334,8.515833673333333),(53.196732301666664,8.515821331666666),(53.196713216666666,8.515808976666667),(53.196694443333335,8.515796225),(53.196675928333335,8.515783151666668),(53.196657728333335,8.515769878333334),(53.19664006,8.515756308333334),(53.196622741666665,8.515742598333333),(53.196606055,8.515728596666667),(53.196589616666664,8.515714491666667),(53.19657371666667,8.515699988333333),(53.19655830333333,8.515685296666666),(53.19654335166667,8.515670335),(53.196528916666665,8.515654815),(53.19651491,8.515639143333333),(53.196501535,8.515623406666666),(53.19648841833333,8.515607728333332),(53.196475936666666,8.515591966666667),(53.19646418833333,8.515576023333333),(53.196452758333336,8.515560055),(53.19644159833334,8.515544156666667),(53.196431135,8.515528413333334),(53.1964212,8.515512776666666),(53.196411768333334,8.515497268333334),(53.196402881666664,8.515482070000001),(53.196394555,8.515466958333333),(53.19638690833333,8.515452171666666),(53.196379656666664,8.515437503333333),(53.19637253,8.515423006666667),(53.19636602166667,8.515408895),(53.19635999333333,8.51539509),(53.196354373333335,8.515381783333334),(53.196349535,8.515368773333334),(53.196344958333334,8.515356),(53.19634048166667,8.515343666666666),(53.19633653333333,8.515331711666667),(53.196333001666666,8.515320268333333),(53.196329705,8.515309373333332),(53.19632674,8.515299033333333),(53.19632398833333,8.515289256666666),(53.196321493333336,8.515280168333334),(53.196319366666664,8.515271868333333),(53.19631751,8.515264165),(53.196316035,8.51525711),(53.19631482333333,8.515250943333333),(53.19631381166667,8.515245443333333),(53.19631287,8.51524065),(53.196311985,8.515236178333334),(53.196311083333335,8.515231838333333),(53.19631012,8.515227838333333),(53.196309381666666,8.515223985),(53.196308615,8.515220501666667),(53.19630781,8.515217278333333),(53.196307321666666,8.515214316666667),(53.19630690333334,8.515211386666667),(53.19630662833333,8.515208323333333),(53.19630674333333,8.515205153333333),(53.19630686,8.51520176),(53.19630694,8.515198373333334),(53.196307268333335,8.515195049999999),(53.19630736166667,8.515191913333334),(53.196307438333335,8.515189783333334)]"
"ROUTE","08-1769095212473","1769095212473","2026-01-22T15:20:12.473Z","215.1","2.0","NaN","NaN","1769095212473","1769095429692","NaN","BERNE","1","[(53.1963075,8.51519077),(53.19630786333333,8.515191641666666),(53.19630838333333,8.515193211666666),(53.196308931666664,8.515195538333334),(53.1963097,8.515198618333333),(53.196310448333335,8.515202361666667),(53.19631123166667,8.515207096666666),(53.196312021666664,8.515212778333334),(53.19631282666667,8.515219435),(53.19631351833333,8.515226986666667),(53.19631428,8.515235421666667),(53.196315176666666,8.515244733333333),(53.19631606833333,8.51525471),(53.19631693833333,8.515265463333334),(53.19631804666667,8.515277071666667),(53.19631918333334,8.515289338333334),(53.196320545,8.515302460000001),(53.19632200666667,8.515316293333333),(53.19632368333333,8.515330873333333),(53.19632553833333,8.515346338333334),(53.19632746833334,8.515362418333334),(53.19632958333333,8.515379186666667),(53.196331825,8.515396563333333),(53.196334121666666,8.515414311666667),(53.19633670333333,8.515432406666667),(53.19633946166667,8.515450913333334),(53.19634233,8.515469603333333),(53.19634525833333,8.515488703333334),(53.19634824833334,8.515508006666666),(53.196351351666664,8.515527455),(53.196354605,8.51554718),(53.19635808,8.51556723),(53.19636162,8.515587385),(53.19636521333334,8.515607876666667),(53.19636898666667,8.515628615),(53.19637282,8.515649608333334),(53.19637683,8.515670921666667),(53.196380921666666,8.515692433333333),(53.19638512,8.515714331666667),(53.19638949666667,8.51573632),(53.19639383166667,8.51575855),(53.19639840166667,8.515780903333333),(53.19640305833333,8.51580338),(53.196407685,8.515825805),(53.19641249,8.515848261666667),(53.196417446666665,8.515870765),(53.19642268333333,8.515893331666666),(53.19642798666667,8.515916036666667),(53.19643349333333,8.515938446666667),(53.19643924333333,8.515961093333333),(53.19644503,8.515983625),(53.196451368333335,8.51600588),(53.196457861666666,8.516028576666667),(53.19646487,8.516051158333333),(53.196472011666664,8.51607377),(53.19647955333333,8.516096466666667),(53.19648755,8.516119043333333),(53.19649587333333,8.516141811666667),(53.19650455,8.516164418333334),(53.19651361166667,8.5161869),(53.196523111666664,8.516209055000001),(53.19653296333333,8.51623118),(53.19654316166667,8.51625311),(53.196553781666665,8.516274736666666),(53.19656479333333,8.516296175),(53.19657617666667,8.516317403333334),(53.19658791333333,8.516338141666667),(53.19659992333333,8.516358736666668),(53.19661225666667,8.51637861),(53.196624963333335,8.516398185),(53.19663800833333,8.516417518333334),(53.19665131833333,8.516436205),(53.196664935,8.516454545),(53.19667883666666,8.516472326666667),(53.19669285,8.516489593333333),(53.19670686,8.516506633333334),(53.196721165,8.516523006666667),(53.19673556666667,8.516539063333333),(53.19675003166667,8.51655472),(53.19676471333333,8.516569888333333),(53.196779676666665,8.516584933333334),(53.19679487333333,8.516599688333333),(53.196810318333334,8.516614163333333),(53.196825933333336,8.516628315),(53.19684179666667,8.516642233333334),(53.196857826666665,8.516656026666666),(53.196874036666664,8.51666958),(53.19689034833333,8.516682886666667),(53.196906815,8.516696083333333),(53.196923405,8.516709171666667),(53.19694018333333,8.51672189),(53.19695707,8.516734616666668),(53.19697405,8.516747163333333),(53.196991223333335,8.516759393333333),(53.1970085,8.516771575),(53.19702591,8.516783515),(53.19704350333333,8.516795221666667),(53.197061135,8.516806776666666),(53.19707893333333,8.516818198333333),(53.197096855,8.516829408333333),(53.197114855,8.516840375),(53.19713294833333,8.516851393333333),(53.197151096666666,8.516862195),(53.197169388333336,8.516872856666666),(53.19718777833333,8.5168835),(53.19720624333333,8.516893941666666),(53.19722474833333,8.516904285),(53.19724338333333,8.516914555),(53.19726214333333,8.516924826666667),(53.197280955,8.516934916666667),(53.19729985666667,8.516944975),(53.19731882833333,8.516954955),(53.197337901666664,8.516964813333333),(53.197357035,8.516974633333334),(53.19737629666667,8.516984375),(53.19739556,8.516994058333333),(53.197414925,8.51700365),(53.197434388333335,8.517013256666667),(53.197453861666666,8.517022741666667),(53.19747341666667,8.517032178333332),(53.19749302333334,8.51704158),(53.197512653333334,8.517050985000001),(53.197532341666665,8.517060298333334),(53.19755200666667,8.517069673333333),(53.197571795,8.517079015),(53.19759157,8.517088473333333),(53.19761141,8.5170979),(53.197631261666665,8.517107463333334),(53.19765110666667,8.51711707),(53.19767100333333,8.517126748333334),(53.19769090333333,8.517136463333333),(53.19771092333333,8.517146216666667),(53.19773085333333,8.517156051666667),(53.19775078833333,8.517165823333332),(53.197770815,8.517175661666666),(53.197790925,8.517185475),(53.197810875,8.517195595),(53.19783090833333,8.5172056),(53.19785085833333,8.517215503333333),(53.197870791666666,8.517225346666667),(53.19789072,8.51723523),(53.19791056333333,8.517245105),(53.19793029,8.517255036666667),(53.197950066666664,8.517264935),(53.19796964333333,8.517275071666667),(53.19798921833333,8.517285391666666),(53.198008611666666,8.517295893333333),(53.19802788,8.517306498333333),(53.19804705333333,8.517317448333333),(53.198066018333336,8.517328746666667),(53.198084836666666,8.517340285),(53.19810342,8.51735212),(53.19812166,8.517364451666667),(53.19813959,8.517377178333334),(53.19815726666667,8.517390496666666),(53.19817464,8.517404343333334),(53.198191855,8.517418696666667),(53.19820853,8.517433686666667),(53.198224956666664,8.517449145),(53.19824101333333,8.51746494),(53.19825656333333,8.517481446666666),(53.198271743333336,8.51749845),(53.198286593333336,8.517515898333333),(53.19830095333333,8.517533868333333),(53.19831497333333,8.517552153333334),(53.19832850833333,8.517570758333333),(53.198341688333336,8.517589465),(53.19835454166667,8.517608161666667),(53.198367008333335,8.517626908333334),(53.198379188333334,8.517645533333333),(53.198390923333335,8.517664248333332),(53.19840228666666,8.517682726666667),(53.198413433333336,8.517700588333334),(53.198424251666665,8.517717846666667),(53.198434721666665,8.517734595),(53.19844502,8.517750888333333),(53.198454911666666,8.517766461666668),(53.19846424833333,8.517781421666667),(53.19847311,8.517795971666667),(53.198481566666665,8.517809985),(53.198489308333336,8.517823398333334),(53.198496416666664,8.517836276666667),(53.198502901666664,8.51784863),(53.19850901,8.517860555),(53.198514715,8.517871918333334),(53.19851996333333,8.51788289),(53.198524811666665,8.517893491666667),(53.198529396666665,8.517903755),(53.198533555,8.517913671666667),(53.19853723666667,8.517923278333333),(53.198540568333335,8.517932541666667),(53.19854363333334,8.517941591666666),(53.19854626666667,8.51795025),(53.198548695,8.517958496666667),(53.198550905,8.517966118333334),(53.198552641666666,8.517973128333333),(53.19855423,8.517979425),(53.19855591666666,8.517985015),(53.198557466666664,8.517990148333332),(53.19855886333333,8.517994953333334),(53.19856003,8.51799963),(53.19856095833333,8.518004225),(53.198561706666666,8.518008845),(53.198562435,8.518013433333333),(53.198563103333335,8.518017858333334),(53.19856371666667,8.5180222),(53.1985643,8.518026378333333),(53.19856487333333,8.518030431666666),(53.198565378333335,8.518034371666667),(53.198565775,8.518038246666666),(53.198566075,8.518042218333333),(53.19856631,8.518046355),(53.198566445,8.518050641666667),(53.198566496666665,8.518054958333334),(53.198566453333335,8.518059353333333),(53.19856636833333,8.518063605),(53.19856647833333,8.518066976666667),(53.19856705833333,8.518068111666667)]"
